Ranking,Port,Country,Region,Year,ContainerTraffic,Longitude,Latitude
40,Ambarli (Istanbul),Turkey,Europe & Central Asia,2005,0,29.234,40.871
40,Ambarli (Istanbul),Turkey,Europe & Central Asia,2006,0,29.234,40.871
40,Ambarli (Istanbul),Turkey,Europe & Central Asia,2007,0,29.234,40.871
40,Ambarli (Istanbul),Turkey,Europe & Central Asia,2008,0,29.234,40.871
40,Ambarli (Istanbul),Turkey,Europe & Central Asia,2009,0,29.234,40.871
40,Ambarli (Istanbul),Turkey,Europe & Central Asia,2010,2540000,29.234,40.871
40,Ambarli (Istanbul),Turkey,Europe & Central Asia,2011,2686000,29.234,40.871
40,Ambarli (Istanbul),Turkey,Europe & Central Asia,2012,3097000,29.234,40.871
40,Ambarli (Istanbul),Turkey,Europe & Central Asia,2013,3378000,29.234,40.871
40,Ambarli (Istanbul),Turkey,Europe & Central Asia,2014,3380000,29.234,40.871
40,Ambarli (Istanbul),Turkey,Europe & Central Asia,2015,3490000,29.234,40.871
41,Seattle/Tacoma,United States,North America,2004,3574000,-122.412,47.265
41,Seattle/Tacoma,United States,North America,2005,4154000,-122.412,47.265
41,Seattle/Tacoma,United States,North America,2006,0,-122.412,47.265
41,Seattle/Tacoma,United States,North America,2007,0,-122.412,47.265
41,Seattle/Tacoma,United States,North America,2008,3565844,-122.412,47.265
41,Seattle/Tacoma,United States,North America,2009,3130449,-122.412,47.265
41,Seattle/Tacoma,United States,North America,2010,3595000,-122.412,47.265
41,Seattle/Tacoma,United States,North America,2011,3519000,-122.412,47.265
41,Seattle/Tacoma,United States,North America,2012,3597000,-122.412,47.265
41,Seattle/Tacoma,United States,North America,2013,3311000,-122.412,47.265
41,Seattle/Tacoma,United States,North America,2014,0,-122.412,47.265
41,Seattle/Tacoma,United States,North America,2015,3430000,-122.412,47.265
42,Savannah,United States,North America,2004,1662000,-81.142,32.13
42,Savannah,United States,North America,2005,1902000,-81.142,32.13
42,Savannah,United States,North America,2006,2160000,-81.142,32.13
42,Savannah,United States,North America,2007,2604000,-81.142,32.13
42,Savannah,United States,North America,2008,2616000,-81.142,32.13
42,Savannah,United States,North America,2009,2356000,-81.142,32.13
42,Savannah,United States,North America,2010,2825000,-81.142,32.13
42,Savannah,United States,North America,2011,2945000,-81.142,32.13
42,Savannah,United States,North America,2012,2966000,-81.142,32.13
42,Savannah,United States,North America,2013,3034000,-81.142,32.13
42,Savannah,United States,North America,2014,3030000,-81.142,32.13
42,Savannah,United States,North America,2015,3350000,-81.142,32.13
43,Col„n,Panama,Latin America & Caribbean,2004,2150000,-79.884,9.361
43,Col„n,Panama,Latin America & Caribbean,2005,1947000,-79.884,9.361
43,Col„n,Panama,Latin America & Caribbean,2006,0,-79.884,9.361
43,Col„n,Panama,Latin America & Caribbean,2007,2262000,-79.884,9.361
43,Col„n,Panama,Latin America & Caribbean,2008,1856000,-79.884,9.361
43,Col„n,Panama,Latin America & Caribbean,2009,2802000,-79.884,9.361
43,Col„n,Panama,Latin America & Caribbean,2010,1600000,-79.884,9.361
43,Col„n,Panama,Latin America & Caribbean,2011,1900000,-79.884,9.361
43,Col„n,Panama,Latin America & Caribbean,2012,2060000,-79.884,9.361
43,Col„n,Panama,Latin America & Caribbean,2013,3356000,-79.884,9.361
43,Col„n,Panama,Latin America & Caribbean,2014,3360000,-79.884,9.361
43,Col„n,Panama,Latin America & Caribbean,2015,3290000,-79.884,9.361
44,Balboa,Panama,Latin America & Caribbean,2004,0,-79.568,8.961
44,Balboa,Panama,Latin America & Caribbean,2005,663000,-79.568,8.961
44,Balboa,Panama,Latin America & Caribbean,2006,988000,-79.568,8.961
44,Balboa,Panama,Latin America & Caribbean,2007,2167000,-79.568,8.961
44,Balboa,Panama,Latin America & Caribbean,2008,2011000,-79.568,8.961
44,Balboa,Panama,Latin America & Caribbean,2009,2012000,-79.568,8.961
44,Balboa,Panama,Latin America & Caribbean,2010,2759000,-79.568,8.961
44,Balboa,Panama,Latin America & Caribbean,2011,3232000,-79.568,8.961
44,Balboa,Panama,Latin America & Caribbean,2012,3251000,-79.568,8.961
44,Balboa,Panama,Latin America & Caribbean,2013,3064000,-79.568,8.961
44,Balboa,Panama,Latin America & Caribbean,2014,3060000,-79.568,8.961
44,Balboa,Panama,Latin America & Caribbean,2015,3240000,-79.568,8.961
45,Tanjung Perak (Surabaya),Indonesia,East Asia & Pacific,2004,0,112.715,-7.216
45,Tanjung Perak (Surabaya),Indonesia,East Asia & Pacific,2005,0,112.715,-7.216
45,Tanjung Perak (Surabaya),Indonesia,East Asia & Pacific,2006,0,112.715,-7.216
45,Tanjung Perak (Surabaya),Indonesia,East Asia & Pacific,2007,0,112.715,-7.216
45,Tanjung Perak (Surabaya),Indonesia,East Asia & Pacific,2008,0,112.715,-7.216
45,Tanjung Perak (Surabaya),Indonesia,East Asia & Pacific,2009,0,112.715,-7.216
45,Tanjung Perak (Surabaya),Indonesia,East Asia & Pacific,2010,3030000,112.715,-7.216
45,Tanjung Perak (Surabaya),Indonesia,East Asia & Pacific,2011,2644000,112.715,-7.216
45,Tanjung Perak (Surabaya),Indonesia,East Asia & Pacific,2012,2849000,112.715,-7.216
45,Tanjung Perak (Surabaya),Indonesia,East Asia & Pacific,2013,3001000,112.715,-7.216
45,Tanjung Perak (Surabaya),Indonesia,East Asia & Pacific,2014,3000000,112.715,-7.216
45,Tanjung Perak (Surabaya),Indonesia,East Asia & Pacific,2015,3110000,112.715,-7.216
47,Taicang,China,East Asia & Pacific,2004,0,121.193,31.659
47,Taicang,China,East Asia & Pacific,2005,0,121.193,31.659
47,Taicang,China,East Asia & Pacific,2006,0,121.193,31.659
47,Taicang,China,East Asia & Pacific,2007,0,121.193,31.659
47,Taicang,China,East Asia & Pacific,2008,0,121.193,31.659
47,Taicang,China,East Asia & Pacific,2009,0,121.193,31.659
47,Taicang,China,East Asia & Pacific,2010,2212000,121.193,31.659
47,Taicang,China,East Asia & Pacific,2011,3058000,121.193,31.659
47,Taicang,China,East Asia & Pacific,2012,4015000,121.193,31.659
47,Taicang,China,East Asia & Pacific,2013,3267000,121.193,31.659
47,Taicang,China,East Asia & Pacific,2014,3270000,121.193,31.659
47,Taicang,China,East Asia & Pacific,2015,3060000,121.193,31.659
48,Salalah,Oman,Middle East & North Africa,2004,2229000,54.001,16.947
48,Salalah,Oman,Middle East & North Africa,2005,2492000,54.001,16.947
48,Salalah,Oman,Middle East & North Africa,2006,2390000,54.001,16.947
48,Salalah,Oman,Middle East & North Africa,2007,2600000,54.001,16.947
48,Salalah,Oman,Middle East & North Africa,2008,3068000,54.001,16.947
48,Salalah,Oman,Middle East & North Africa,2009,3490000,54.001,16.947
48,Salalah,Oman,Middle East & North Africa,2010,3482000,54.001,16.947
48,Salalah,Oman,Middle East & North Africa,2011,3201000,54.001,16.947
48,Salalah,Oman,Middle East & North Africa,2012,3620000,54.001,16.947
48,Salalah,Oman,Middle East & North Africa,2013,3340000,54.001,16.947
48,Salalah,Oman,Middle East & North Africa,2014,3340000,54.001,16.947
48,Salalah,Oman,Middle East & North Africa,2015,3030000,54.001,16.947
49,Gioia Tauro,Italy,Europe & Central Asia,2004,3261000,15.908,38.457
49,Gioia Tauro,Italy,Europe & Central Asia,2005,3161000,15.908,38.457
49,Gioia Tauro,Italy,Europe & Central Asia,2006,2900000,15.908,38.457
49,Gioia Tauro,Italy,Europe & Central Asia,2007,3445000,15.908,38.457
49,Gioia Tauro,Italy,Europe & Central Asia,2008,3468000,15.908,38.457
49,Gioia Tauro,Italy,Europe & Central Asia,2009,2857000,15.908,38.457
49,Gioia Tauro,Italy,Europe & Central Asia,2010,2851000,15.908,38.457
49,Gioia Tauro,Italy,Europe & Central Asia,2011,2305000,15.908,38.457
49,Gioia Tauro,Italy,Europe & Central Asia,2012,2721000,15.908,38.457
49,Gioia Tauro,Italy,Europe & Central Asia,2013,3087000,15.908,38.457
49,Gioia Tauro,Italy,Europe & Central Asia,2014,3090000,15.908,38.457
49,Gioia Tauro,Italy,Europe & Central Asia,2015,2970000,15.908,38.457
50,Keelung + Taipei,Taiwan,East Asia & Pacific,2004,0,121.74,25.142
50,Keelung + Taipei,Taiwan,East Asia & Pacific,2005,0,121.74,25.142
50,Keelung + Taipei,Taiwan,East Asia & Pacific,2006,0,121.74,25.142
50,Keelung + Taipei,Taiwan,East Asia & Pacific,2007,0,121.74,25.142
50,Keelung + Taipei,Taiwan,East Asia & Pacific,2008,0,121.74,25.142
50,Keelung + Taipei,Taiwan,East Asia & Pacific,2009,0,121.74,25.142
50,Keelung + Taipei,Taiwan,East Asia & Pacific,2010,2199000,121.74,25.142
50,Keelung + Taipei,Taiwan,East Asia & Pacific,2011,2403000,121.74,25.142
50,Keelung + Taipei,Taiwan,East Asia & Pacific,2012,2705000,121.74,25.142
50,Keelung + Taipei,Taiwan,East Asia & Pacific,2013,2642000,121.74,25.142
50,Keelung + Taipei,Taiwan,East Asia & Pacific,2014,2640000,121.74,25.142
50,Keelung + Taipei,Taiwan,East Asia & Pacific,2015,2940000,121.74,25.142
